Date,Retention 1,Retention 2,Retention 3,Retention 4,Retention 5,Retention 6,Retention 7
2026-07-20,0.3012658227848101,0.21518987341772153,0.20253164556962025,0.16455696202531644,0.2,0.16455696202531644,
2026-07-21,0.2871536523929471,0.19395465994962216,0.1889168765743073,0.19143576826196473,0.16876574307304787,,
2026-07-22,0.34017595307917886,0.25513196480938416,0.20234604105571846,0.18475073313782991,,,
2026-07-23,0.30962343096234307,0.27824267782426776,0.19874476987447698,,,,
2026-07-24,0.3156779661016949,0.2076271186440678,,,,,
2026-07-25,0.3076923076923077,,,,,,
2026-07-26,,,,,,,
