Date,Retention US,Retention CA,Retention IN,Retention JP,Retention AU
2026-07-20,0.3004694835680751,0.3333333333333333,0.5714285714285714,0,0.35714285714285715
2026-07-21,0.2934131736526946,0.3333333333333333,0.14285714285714285,0.3076923076923077,0.3333333333333333
2026-07-22,0.3575757575757576,0.35294117647058826,0.48148148148148145,0.5,0.16666666666666666
2026-07-23,0.29457364341085274,0.3055555555555556,0.5384615384615384,0.29411764705882354,0.5555555555555556
2026-07-24,0.30434782608695654,0.25,0.4666666666666667,0.5714285714285714,0.25
2026-07-25,0.2947103274559194,0.2894736842105263,0.23529411764705882,0.35294117647058826,0.4117647058823529
2026-07-26,,,,,
